review_text,rating_5,platform,sentiment_3
"Mon Papa est parti de Douala (Cameroun) hier et il devait arrivé à 16h25 à Paris Charles de Gaulle, or, son avion avec la compagnie Royal Air Maroc était en retard de 4h30. Il n'a pas reçu de repas dans l'avion.
Il est enfin arrivé à l'aéroport à 20h30.
Entretemps, j'ai appelé la compagnie Royal Air Maroc pour avoir des informations concernant son arrivée, j'ai contacté le service client, j'ai eu une femme qui n'a pas du tout été relationnelle et qui ne m'a pas donné d'informations et elle m'a raccroché au nez.
Ce n'est pas du tout professionnel.",1.0,Trustpilot,Negative
"Retard de 4h30 sans boisson ni repas et surtout ni indemnisation

Dernière fois que je le prends , cette compagnie ne respecte pas ses clients",1.0,Trustpilot,Negative
Après la réception de mon bagage complètement détérioré la compagnie m'a répondu plus de 10 jours plus tard les photos des dégâts occasionnés sur ma valise ainsi que la référence de mon bagage communiquer à la compagnie aucune proposition de remboursement à été établi un conseil fuyez cette compagnie aucun litige est pris en compte😱,1.0,Trustpilot,Negative
"grosse déception du service client de cette compagnie, on m'explique au comptoir que je peux me faire rembourser en faisant une réclamation par mail suite à un problème de réservation, et quand j'envoie le mail refus catégorique sans explication",1.0,Trustpilot,Negative
"La pire compagnie du monde
Un big Flog
un mauvais service
Le staff du la direction au bagagiste sont null",1.0,Trustpilot,Negative
"Compagnie ne valant même pas une étoile nulle A fuir sur trajet France Afrique.
Retard sous prétexte météorologiques..faux puisque des vols s effectuent quand même. Correspondanxe non assurée. Hôtel soit disant 5 étoiles nul.. 2 lits d 1 place pour 2 adultes 1 enfant de 9 ans et 1bb. Toute demande à l'hôtel est payante. Nécessité de monter tôt au restaurant pour manger sinon plus rien .et par moment pas tellement de choix. Aucun repas adapté aux bb .et valises impossibles à récupérer puisque enregistrées sur prochain vol. Avion nul aucun confort. Places réservées, non respectées et toujours pas remboursées.EVITEZ CETTE COMPAGNIE SVP .Nous sommes certes vivants mais franchement elle est nulle sans oublier le service client qui ne sait rien... Faites votre demande en ligne et quelle réponse???",1.0,Trustpilot,Negative
Ne conseille pas du tout cette compagnie surtout si vous voyager Avec un bébé. Vol retour le 28 casa---paris. Pendant les 2h30 de vol mon fils n'a fait que pleurer à la fin il hurlait même. Les hôtesses de l'air étaient juste à 10 rangé de nous. Ne se sont même pas déplacé pour voir ce qui se passe. Ils n'ont même pas donné une petite compotte à mon fils. Alors que même si c'est un bébé a une petite partie à payer. Sinon au pire ayez dans votre sac de quoi donner à manger à votre bébé. Biberon tout ce que vous pouvez biscuits gateau...Limite je dirais même que c'est inhumain leur comportement. Ma belle expérience au Maroc est gâché par ce vol.,1.0,Trustpilot,Negative
"rien ne se passe bien avec la ram depuis des heures je souhaite ajouter un bagage supplémentaire à 510 dh sur le site code erreur 99 , j'appelle le service client ils m'informe qu'ils ne peuvent rien faire que je dois payer plein pot 810dh alors qu'il s'agit d'un problème sur le site et ils m'envoient un lien pour payer qui fonctionnent ??",1.0,Trustpilot,Negative
"Je peux pas mettre
- 10000 étoiles, la pire compagnie qui puisse exister des demeurés de vrais escros ne jamais prendre cette compagnie franchement à l arrivée ils perdent ma valise je les contacte 10 fois par jours ils se renvoient la balle entre eux bref au retour la nana stupide comme un balai qui ne connais pas les formalité des voyages de pays d outre mer me dit que je ne peux pas prendre l avion heureusement que le staff de l aéroport d orly leurs ont apprit ce qu était un pays d outre mer et que j ai pu prendre l avion bref l incompétence de ces gens est sans limite",1.0,Trustpilot,Negative
"Ce n'est pas la première fois que cette compagnie m'a fait subir du retard ou plutôt de l'arnaque, je m'explique plusieurs fois j'ai acheté des billets aller-retour et à chaque fois c'est une autre compagnie qui opère à la place de la ram et pire que ça avec du retard , la dernière fois cette année j'ai subit un premier retard de 3 heures et le retour avec 10 de retard lorsque j'ai demandé une réparation à ce préjudice comme convenue par le règlement la ram à décliné ma demande, je vous conseille de déserter cette compagnie qui multiplie les arnaques au voyageurs qu'ils soient marocains ou étrangers ,une note de 1sur10 est largement au dessus de ce qu'elle mérite.",1.0,Trustpilot,Negative
"Rien ne c’est bien passé . Première classe payée 2 fois le prix , sièges littéralement défoncés sales . Écœurant. Après demande aux personnels de bord , il fallait chercher un autre avion qu’il s’agissait d’un Boeing 37800 de la ram marqué 787
Je suis dégoûté , payez Bruxelles essaouira pour 30€ .vol de M…………accueil minable avion sale sièges pire que dans un low coast plus jamais",1.0,Trustpilot,Negative
"Horrible, horrible, horrible !!!
Fuyez cet compagnie d’inutiles
Un vrai vampire qui se nourrit de la sueur des immigrés
Des retards non justifiés, personnel arrogant et incompétent aux agences (employés qui écrivent sur le clavier avec un seul doigt)
Jusqu’à quand vous prenez nos inquiétudes au sérieux",1.0,Trustpilot,Negative
"J’ai raté mon vol AT208 le 21 10 2023 ce qui n’était pas de ma faute. 2 jours de retards + achat d’un autre billet,juste l’hôtel qui a essayé de se rattraper avec hébergement gratuité pendant ces 2 jours sinon aucune assistance de la part de ram.
Le pire c’est la complicité de la police et la ram pour me faire porter le chapeau me prenant pour un débil.
Bref j’ai tjr privilégié le ram par rapport au autres compagnies mais fini et je ne conseil personne cette compagnie . Extrêmement déçu le service à la clientèle est très mauvais avec une arrogance extrême et une dose de racisme qui ne dis pas son nom pffff
Plus jamais RAM",1.0,Trustpilot,Negative
"RAM : Discrimination raciale sans scrupule et à ciel ouvert?

Le vol AT789 à eu plus de 4heure de retard. Toutes les correspondances étaient KO.

Mais les seuls à dormir sur les chaises étaient des noir africains disposant d'un passeport africain.

Les blancs, les Maghrébins et les détenteurs des passeports EU avaient disparus.

Tout commence dès la récupération des cartes d'embarquement du prochain vol. Mon vol était repoussé de 24h, d'autres de 48h.
Lors de la remise des cartes d'embarquement, seuls les noirs africains disposant des passeports africains rédigés dans leur ""Oasis"" : c'est la première surprise, mais naïvement je garde mon calme.

Puis des Passagers commencent à manifester leur colère, et quelques chambres sont données à ceux qui crient le plus. Mais dans le groupe, que des noirs africains avec passeports africains.

Prétexte : pour sortir de l'aéroport et être logé à l'hôtel, il faut un visa.
Je réside en France en situation régulière avec ma famille, le Maroc craint que j'abandonne ma famille et mon boulot pour devenir clandestin au Maroc ?
Les passeports africains seraient donc les seules à être intolérable sur le sol Marocain ?

Lors de l'achat du billet, je n'avais eu l'impression qu'il dépend de la couleur ou du passeport

Vive RAM
Vive le Maroc
Vive l'Afrique
Vive le Coran qui déclare tous les hommes égaux
Vive l'humanité",1.0,Trustpilot,Negative
"Bonjour
j'ai l'habitude de voyager sur RAM cette fois je suis déçue un steward qui vient vers nous pour avoir la monnaie de 20€ j'ai confiance j'ai lui donné la monnaie malheureusement les 20€ déchiré dans le coin je n'arrivais pas à faire l'échange 😥 le vol du 29 septembre à 18h35 j'ai perdu confiance il a cru qu'il a gagné malheureusement.non conseil de pas faire confiance 😉",1.0,Trustpilot,Negative
"A fuir , ils ont changé le vol de ma femme pendant l'enregistrement même son vol n'est pas annulé pour le donner à quelqu'un d'autre pour plus chère, et ma femme s est trouvée avec un vol qui décolle 6 heures plus tard sachant que elle avait un enfant .staf sans humanité, et en plus de ça pas d indiminités no de réponse aux réclamations .

A fuir et faite attention à vos carte d'embarquement notamment les aéroports de destination .",1.0,Trustpilot,Negative
Depuis 2021 que je suis en attente de remboursement mon Flis et moi devions voyager le 12 décembre 2021 vols annuler deux fois jusqu'aujourd'hui toujours pas de remboursement à chaque fois que je téléphone ils disent oui oui vous faisons le nécessaire le plus rapidement possible alors que juste pour se débarrasser,1.0,Trustpilot,Negative
"Le retard imprévu du vol AT1446 le 28 septembre a été extrêmement décevant et perturbateur pour mes plans de voyage. Le pire, c’est qu’il a fallu attendre 1h30 simplement pour obtenir la prochaine information",1.0,Trustpilot,Negative
Notre vol est toujours en retard (1h d'attente déjà pour un vol local) sans nous donner de visibilité. On nous a fait monter dans le bus puis redescendre sans nous expliquer ce qui se passe. Très mauvaise expérience,1.0,Trustpilot,Negative
"Et on en parle de royal air Maroc qui refuse de négocier ses prix de valises en soute pour emmener des vêtements pour le croissant rouge !!!!
J explique par mail à la RAM que nous sommes 30 à partir à Marrakech la semaine pour un mariage, que nous avons tous un bagage en soute et que nous souhaitons bénéficier d un tarif pour une valise supplémentaire pour emmener des affaires pour venir en aide au marocain
La réponse de la RAM: non pas possible on ne fair pas....
J ai honte pour eux et leurs valeurs, même pas capable de faire preuve de solidarité envers son propre peuple
Plus jamais la royale air Maroc",1.0,Trustpilot,Negative
"Le non-remboursement d'un vol de 2020, annulé à cause du COVID-19, c'est vraiment nul, sans réponse, la Royal Air Maroc veut m'arnaquer, pas de remboursement du montant du vol ~360 euro, malgré les demandes et les réclamations + les appels au centre d'appel service client, ils m'ont donné un avoir en 2021 que je n'ai pas utilisé, après, j'ai demandé d'avoir mon argent, mais malheureusement rien ! sachant que ""L'article 19 du règlement (UE) n°181/2011 indique que le voyageur peut choisir d'être remboursé en espèce ou sous une autre forme qu'il aurait acceptée au préalable"" ...je ne sais que faire !!! j'ai relancé encore cette semaine ....ça concerne le vol : Casablanca - Paris Réf. de la réservation: TR56NM.....c'est la honte",1.0,Trustpilot,Negative
"La pire compagnie au monde !!!! Retard, perte de bagage, service client catastrophique voilà à peu près tout ce qu'ils peuvent vous apporter.
Je n'ai pas l'habitude de donner mon avis sur les plateformes mais là c'est trop. je suis en galère avec eux pour mes bagages depuis aujourd'hui prêt de 5 jours et je n'ai aucune réelle solution proposée. De grâce, évité cette compagnie au maximum si vous tenez à faire un bon voyage.",1.0,Trustpilot,Negative
"Je suis de Bruxelles et je voulais visiter Kinshasa. Alors déjà à l’aller, ils ont mis 4 jours avant de nous envoyer nos valises donc début catastrophique de vacances sur Kinshasa, heureusement qu’une amie a pu me prêter deux ou trois vêtements.
Et au retour, ils sont arrivés en retard à Casablanca et donc nous ont fait rater le vol vers Bruxelles. Ils nous ont logés dans un hôtel où j’ai pu voir un énorme cafard dans la salle de bain. Et une fois ENFIN arrivés sur Bruxelles le lendemain, avec le vol AT838 du 9 septembre, je constate qu’une de mes valises n’est pas là ! Alors SVP, la prochaine fois, quitte à payer beaucoup plus cher, prenez un vol DIRECT et ne passez plus JAMAIS par Royal Air Maroc si vous ne voulez pas avoir de problèmes avec vos valises ou avec votre vol !",1.0,Trustpilot,Negative
"Je vous déconseille fortement l’application j’avais réservé un vol depuis avril 2021. Le vol a été annulé bien heureusement j’avais pris une assurance au cas d’annulation de vol. Cependant cela fait maintenant 2 ans qu’ils me font traîner avec le remboursement. Je les ai appelé, envoyé des mails mais rien. Ce sont juste des arnaqueurs qui me font patiner pour le remboursement qui je m’en doute n’arrivera jamais. En tout cas à ÉVITER !!!!",1.0,Trustpilot,Negative
"Face à la recrudescence des défaillances constatées lors de mes voyages avec la Royal Air Maroc, je me dois d'alerter les futurs voyageurs.

Les retards incessants et les annulations impromptues, non seulement perturbent nos agendas, mais trahissent également un manque de rigueur inacceptable pour une compagnie de cette envergure.

L'absence flagrante de communication, traduisant un mépris envers la clientèle, est tout bonnement inexcusable.

Mais le plus révoltant demeure la tendance de la compagnie à esquiver ses responsabilités, laissant les passagers en détresse.

La Royal Air Maroc doit urgemment revoir ses standards et honorer ses engagements. En l'état, elle porte ombrage à la réputation du Maroc.",1.0,Trustpilot,Negative
"Service client plus que médiocre , compagnie aérienne à fuir.

J'ai émis une réclamation par téléphone au service client en date du 11/08/2023 suite à une annulation de vol avec les déconvenues que cela engendre.
Nous sommes aujourd'hui le 04/09 et toujours pas de réponse. Aucun mail de leur part aucun signe de vie , j'ai été bien évidement débité.

M BARBOUCHA",1.0,Trustpilot,Negative
"HORRIBLE !!!!
Compagnie qui fuit depuis le mois de Juin 2023 mes e-mail pour un remboursement de ma valise !!
Sans retour de leur part, avec a l'appui pour preuve photos de la valise, photo du billet d'avion, copie de la feuille retiré au comptoir Air Maroc, j'ai dû envoyer une vingtaine d'e-mails, ils me balance a me dire de passer par une adresse e-mail, ce que j'ai fais, et RIEN !!!!
vous êtes une honte, une perte de temps, à vous contacter!!",1.0,Trustpilot,Negative
"Royal air Maroc je ne recommande pas cette compagnie.
Voyage vers le Congo Brazzaville à l’aller tout comme au retour bagages perdu 4 bagages.
Ne sont pas capable de tracer les bagages alors que les bagages ont été sciemment laissé dans le pays d’origine.
Aucune explication réel du problème.",1.0,Trustpilot,Negative
"Voici ce que la RAM (ROYAL AIR MAROC) nous écrivait par mail le 04/07/2022 :
« C’est avec la plus grande attention que nous avons pris connaissance de votre demande de remboursement relative à la requête N° 01706355.
Nous avons le plaisir de vous informer qu’un remboursement en numéraire de vos billets TKT 147-2417489863/64/65/66 a bien été accordé sur la même carte utilisée lors du paiement de votre billet.
En vous garantissant que la satisfaction de nos Clients est au cœur de nos ambitions et de notre mission, nous vous prions d’accepter, Cher M COUTURIER Gaetan, l’(expression de notre sincère considération … »

Aujourd’hui, nous sommes le 27 août 2023 et nous n’avons toujours pas reçu le remboursement par la RAM.
Ces derniers restent complètement hermétiques à nos relances.
Je vous laisse donc juger par vous même de la sincérité commerciale de cette compagnie.
Un conseil : si vous voulez voyager sereins : OPTEZ POUR UNE AUTRE COMPAGNIE !",1.0,Trustpilot,Negative
"Départ de Nantes avec environ 1h de retard , Avion comme je n'ai jamais vu en 2023! 0 Ecran,0 port usb...Arrivee à Casablanca, hôtesse peu aimable, incapable de donner une information basique. Laissons tomber les plateaux repas...Arrivée à Douala 0 bagages et ce pour tout les passagers du vol!!! Nous sommes là face à nous même. Aucune communication, aucune excuse, Rien!
Cette compagnie ne devrait pas exister, aucun respect pour sa clientèle. Une aberration !",1.0,Trustpilot,Negative
"Pas de climatisation dès notre entrée dans l’avion
Nous avons due attendre 1 heure après le décollage pour qu’ils allument la clim
Nous étions en nage et aucun verre d’eau n’a été distribué",1.0,Trustpilot,Negative
"vol @RAM_Maroc 3h de retard au départ de Nantes qui nous font rater notre correspondance pour Dakhla ! Personne pour nous renseigner à l'aéroport. Après moultes péripéties nous sommes logés dans un hôtel miteux en attendant le vol du lendemain ! Meme pas une bouteille d'eau, ni repas ! UNE HONTE ! Nous ne pouvons même pas récupérer notre valise ! Nous espérons juste que nous pourrons la récupérer à notre arrivée car d'après ce que nous lisons ici, cette compagnie perd souvent les valises et ne paye aucun dédommagement.
Et dire que nous avions pris cette compagnie pour éviter les Low Cost",1.0,Trustpilot,Negative
"Pas de bagage à l'arrivée à Brazaville. Impossible de joindre personne sans passer par les formulaires de réclamation en ligne, 2 formulaires de déposer sans même avec un courriel stipulant un accusé de réception. Même après un passage à l'agence de Brazaville où on nous a dit qu'on allait s'occuper de notre cas, aucune réponse. Il a fallu se rendre à toute les arrivées d'avion à 5h00 du matin à l'aéroport de Brazzaville pour enfin récupérer nos bagages une semaine plus tard. Et bien sur aucune indemnités pour achat d 1ère nécessité. Compagnie nul !!! A éviter absolument !!! Aucun contact possible !!!! Malhonnêtes et nul !!!!",1.0,Trustpilot,Negative
"Une compagnie à fuir, elle pousse le vice à vous faire renvoyer 3 fois un rib pour remboursement sans jamais vous faire le virement. Au téléphone c'est la méthode 'oui oui' et vous n'aurez aucun recours. Pour ma part, j'attends un remboursement de 2000€ - 6 billets -date de vol en avril 2021 annulé de leur fait vs covid, avec un remboursement confirmé (suite à de nombreuses relances) par mail depuis janvier 2023... et toujours rien ... Soyez meilleur que moi prenez Transavia (tous mes amis ont été remboursés)...",1.0,Trustpilot,Negative
"Mon expérience avec la Royal air Maroc, bon j’ai pris mon vol de Bucarest Istanbul avec la turkish air line mais de Istanbul à Casablanca c’était la Ram ou bien la Royal air Maroc.
Tout se passer bien jusqu’au moment où on arrive à l’avion on trouve une seule hôtesse marocaine et les autres je ne sais pas même pas c’est quelle pays, après avoir demandé à plusieurs personne c’était la compagnie hifly mais opérer de la part de la Ram jusqu’au moment tour ce passe bien je ferme les yeux et je me dis que le plus important c’est d’arriver chez la famille dans mes seuls vacances que j’ai par an.
J’arrive à Casablanca et je ne trouve pas mon bagages avec tout les habits de ma femme puisque on as prévu notre mariage avec ma famille au Maroc des chaussures très chère des habits la robe tout… je dois faire une déclaration à l’aéroport, ok je l’ai fais après avoir perdu plus de 2 heures en recherche. Je part je laisse tomber et je commence mon aventure avec la Ram.
J’appelle chaque jours depuis le 04/08/2023 et j’ai toujours jusqu’à date d’aujourd’hui on est entrain de localiser vos bagages, le service client de la Ram avec qui j’ai parler chaque jours depuis cette date là me raccroche au nez à chaque fois j’appelle et après avoir connaissance que j’appelle depuis un numéro étranger je reste en attente des fois plus de 30 min en attente est ce que vous imaginez, j’ai payé une facture pour seulement 3 jours après cet incident de 104 euros à cause de la Ram,
Maintenant après avoir effectué plusieurs appels au centre de la Turquie j’ai reçu un e-mail ou la valise a été localisé chez eux en Turquie et d’après la politique entre les compagnies aériennes le dernier avec qui on voyage est responsable de transporter la valise à destination.
Parfait j’appelle encore une fois la Ram et je leur informe que ma valise est localisé récupérer la svp j’en ai besoin de mes médicaments ( j’ai des problèmes très grave du cœurs) la réponse que je reçois de chez eux : ok monsieur on viens d’envoyer un e-mail chez l’aéroport et quand vous rappeler demain vous allez avoir une réponse.
D’accord j’attends j’appelle le lendemain et la surprise est la monsieur on ne sais pas où est ce qu’elle est la valise c’est toujours en recherche. J’ai perdu ma patience avec eux puisque j’étais informé que c’est noté sur mon dossier et ils aller faire le nécessaire, rien n’as été fais que du bla bla et personne n’est capable de me passer un responsable tout les responsable sont injoignable wow chaque jour je demande un responsable on me transfère plus que 4 fois à d’autres personnes sans être informé sans avis de me mettre en attente ils me laisse entrain de parler et il me mettent en attente directe( quelle professionalism) on me demande d’être professionnel avec eux et une dame de 20 ans je pense me coupe la parole à chaque fois je demande quoi que ce soit, je lui demande de me passer son responsable et elle me répond la valise est en cours d’être localisé. Quel délire je suis vraiment très déçu d’avoir accepté prendre l’avion avec la Ram et mon histoire continue avec eux je vais leurs faire de la publicité partout puisque on as envoyé moi et ma femme des email sans réponse, on demande une confirmation par mail de ce qu’ils disent impossible on as rempli le formulaire plus de 3 fois sans réponse depuis le 04 août 2023, je vais absolument prendre un avocat après avoir récupéré mes bagages et j’ai enregistré toutes les appels des screen shot des réponses qu’on me réponds par messenger tout… dernièrement j’ai demandé au service client de me fournir les appels enregistrés par la société puisque j’aurais besoin des premières appels avec eux on me dis on ne sais pas comment faire et on ne peut pas le faire ok, alors pourquoi vous enregistrer les appels et si on les demande on as pas le droit… c’est vraiment un délire que j’ai eu avec la Ram je ne vais jamais prendre le risque je voyager avec eux et je ne le recommande pas vraiment faites attention puisque pour eux on est des moutons ou ils disent quoi que ce soit il faut se taire et obéir à ce qu’ils disent, encore une fois faites attention ⛔️",1.0,Trustpilot,Negative
"Si vous souhaitez voyager sans prise de tête et sans effet perdus, NE PRENEZ JAMAIS ROYAL AIR MAROC !! En plus du retard, de la livraison tardive de nos bagages (2 jours après sans compter les affaires de bébé dedans) et la poussette perdue, ça fait 4 mois que je cours après un remboursement pour notre pousette ! Le virement a soit disant été ordonné mais toujours rien sur mon compte en banque ! BIZARRE ! FUyez cette compagnie quitte à payer plus cher pour une meilleure prestation et un meilleur service client !
Aujourd’hui j’appelle la dame du service client recule le téléphone de son oreille quand je parle ! Et me parle de professionnalisme !!! Un peu normal que à mon tour je sois remontée notre poussette quasi neuve perdue et vous pensez que après 4 mois on va toujours être gentille ? FUYEZ FUYEZ FUYEZ",1.0,Trustpilot,Negative
"Mon vol a eu de la chance de bien se passer avec un enfant en bas âge. Malheureusement pour mon conjoint, 4h de retard… il parait que c’est très fréquent",2.0,Trustpilot,Negative
Une compagnie aérienne avec des prix de compagnie nationale mais un service et des appareils de LOW COST! Ils ne m’ont toujours pas remboursé mes vols annulés en décembre 2020!! Ça fait bientôt 2 ans et demi. Si votre trajet est desservi par une autre compagnie aérienne alors surtout ne pas prendre la RAM!,1.0,Trustpilot,Negative
"Je tiens à partager mon expérience déplorable avec la compagnie aérienne Royal Air Maroc, que je vous recommande vivement d'éviter. Lors de mon dernier voyage, j'ai été confronté à un changement d'horaire brutal de cinq heures, sans aucune préavis ni explication valable.

En raison de cette modification soudaine, j'ai été contraint de passer la nuit à l'aéroport pour ne pas rater mon vol. Non seulement cela a perturbé mes plans de voyage, mais cela m'a également causé beaucoup de stress et d'inconfort.

La communication de la compagnie aérienne était lamentable, ne fournissant aucune assistance ni compensation pour cette situation désagréable. J'ai dû me débrouiller seul et chercher un hébergement d'urgence, ce qui a entraîné des coûts supplémentaires et des tracas inutiles.

Cette expérience m'a laissé avec une impression très négative de Royal Air Maroc, et je vous conseille fortement de choisir une autre compagnie aérienne pour vos voyages. La gestion inadéquate des horaires et le manque de soutien en cas de problèmes font de cette compagnie un choix peu fiable et peu recommandable.",1.0,Trustpilot,Negative
"Si vous souhaitez voyager sereinement sans stress, éviter surtout de prendre la RAM. Vous allez le regretter.
Si ce n’est pas un retard (hyper fréquent), ça sera soit un personnel fort désagréable, soit un service médiocre.
Les prix des billets sont systématiquement plus chers comparés à d’autres compagnies régulières ou low-cost. Et si vous avez le malheur de demander vos droits pour un retard ou une annulation, vous allez regretter d’avoir connu la RAM, le Maroc et les Marocains.
Soyez serein et raisonnable et éviter de voyager avec cette compagnie qui nuit gravement à l’image de toute une nation.
Mehdi",1.0,Trustpilot,Negative
Cette Compagnie devient la honte pour un Grand Royaume !! Aujourd’hui on devait partir de Orly on nous change d’aéroport à la dernière minute par mail pour Roissy ! Ce que la RAM ignore c’est parmis ses clients il y’a des personnes qui ne savent pas utiliser un ordinateur et ils se sont retrouvés à Orly a quelques heures du départ. De plus les vols sont opérés par Nouvelair. Pourquoi c’est souvent les vols paris oujda qui sont mal organisés comme ça ?,1.0,Trustpilot,Negative
Le service de royal maroc est Nul pire compagnie dernière fois que je la prend,1.0,Trustpilot,Negative
"Nous avons pris un vol Paris Marrakech aller retour du 22 avril 2023 au 7 mai 2023.
Le vol aller: 14 heures de retard, et nous avons du faire 6 mails pour être indemnisé.
Vol retour: 5heures de retard et nous n’avons pas le droit à l’indemnisation car la législation européenne ne s’applique pas sur la RAM pour un vol Marrakech-Paris (et aussi parce que la RAM n’est pas une compagnie européenne..)
C’est une horreur cette compagnie !! A fuir, aucun sens du service commerciale. Quand vous avez un souci, votre seul interlocuteur sera une boîte e-mail générique avec des réponses génériques. Quand vous souhaitez les avoir en ligne, c’est un numéro marocain avec un temps d’attente dépassant les 20 mins..",1.0,Trustpilot,Negative
C'était Horrible. Surtout entre Casablanca et Nouakchott. J'aurai dû prendre Air-France. Les gens qui m'ont recommandé Royal Maroc. Je ne les écouterai plus dans tout chose dans la vie. je déteste même des laisser 1 étoiles.,1.0,Trustpilot,Negative
"Mauvaise expérience avec Royal Air Maroc à l’aéroport de Oujda.
Service médiocre, je déconseille fortement les voyages avec cette compagnie.",1.0,Trustpilot,Negative
"Mauvaise expérience avec Royal Air Maroc à l’aéroport de Marrakech. Service médiocre, je déconseille fortement les voyages avec cette compagnie.",1.0,Trustpilot,Negative
"1 billet payé cher de toulouse à Tanger avec escale à Casablanca. Une galère car une fois à Casablanca pas d'avion prévu pour aller à Tanger. Aucune communication, aucune prise d'initiative et un personnel incompétent. L'avion de toulouse est arrivé à casa vers 21h, il est 6h43 du matin suivant et mon fils est n'est toujours pas arrivé à tanger. Un bus a été affrété à 4h du matin mais toujours pas arrivé à tanger. On se moque de qui ? La RAM est à éviter absolument. Même Ryanair est meilleure. Il faut le faire 😡 pour une compagnie en ""guerre"" de leadership avec Air Algérie je pense qu'on est mal parti.
Je suis patriote mais là il faut reconnaître que voyager avec la RAM c'est partir en aventure malheureuse qui vous gâche vos vacances.
La RAM est à éviter.",1.0,Trustpilot,Negative
"C'est regrettable de constater une expérience aussi décevante. Je trouve cela honteux pour ce pays. Le service est inacceptable, avec une équipe qui manque de compétence et d'intégrité.

Je recommande vivement au PDG de la RAM de voyager incognito dans la ""bétaillère"" pour comprendre les problèmes de l'intérieur. L'entreprise se repose sur son monopole.
Du meme niveau qu air Ouganda",1.0,Trustpilot,Negative
"Service inhumain! Lamentable!
Je réserve un vol pack family avec 2 bagages en soute pour adulte et bébé, je modifie, la personne ne m’informe pas que suite à la modif je risque de perdre le bagage de 23kg du bébé, bref modif avec des frais et plus de bagages, l’erreur de leur part et ils assument pas et veulent pas me rendre le bagage tout en sachant que c’est très faisable sur le système très très déçue de leur centre d’appel",1.0,Trustpilot,Negative
"Mon fils avait pris vol nice errachidia l'avion devrait coller a 20h 35 , t'avais un retard il est parti a 21h 00 arrivé en retard fallait perdre le vol de errachidia pas de bagage arrivé à errachidia,le problème que je l'est rappel pour me trouver une solution pour moi car j'ai le même vol 2 jours après mon fils jai 2 petite filles je leur ai dit on est jamais je ratte le vol de errachidia est ce vous ne allez pas me Lesse d'hort il me repent faut prendre responsabilité,",1.0,Trustpilot,Negative
"Notre vol aller initial devait être opéré par un ATR, qui a finalement été remplacé en dernière minute par un 737, ce qui est un excellent point (temps de vol beaucoup plus rapide).

Mais l'état de l'avion était catastrophique: extrêmement sale, pochettes non vidées, décousus, on aurait vraiment dit un ""vieux coucou"". Le retour en ATR idem, avion très sale, pas de clim lors de l'embarquement (plus de 35 degrés dehors).

Seul point positif: une vrai prestation repas (mauvaise, mais qui a le mérite d'exister sur un vol de 2h) et une arrivée à l'heure.

Nos baggages ont été perdues sur le vol retour, et nous ont été livrées 2 jours plus tard à Casablanca (bonne gestion et suivie de la ram). Cela peut arriver sur toute compagnie...",2.0,Trustpilot,Negative
"Catastrophique ! Déplorable ! Honteux ! et j'en passe...alors effectivement quand on paie et qu'on voyage, il n'y a pas grand chose à dire MAIS lorsqu'il y a un litige, là il n'y a plus personne qui répond, ou plutôt si, on vous répond mais n'importe quoi !
Fausse attestation de remboursement et fausse preuve de remboursement !!!! Lamentable...que du fake et en plus sans aucune excuse, sans aucune réponse si l'on ne relance pas 10x...bref que faut-il faire pour être rembourser quand on a suivi à la lettre la procédure de demande de remboursement ???? Si quelqu'un à un conseil à ce sujet !",1.0,Trustpilot,Negative
"Cela fait 2 mois que j’attends que la RAM me fournisse deux documents (attestation de non présentation à bord et attestation de non remboursement des taxes aéroportuaires).
Je leur ai écrit une dizaine d’émail sans réponses. J’ai appelé 5 fois et on me dit que mon dossier allait passer en priorité. J’ai envoyé une lettre recommandée pour laquelle j’ai reçu une réponse qui relève presque de l’indifférence voire du mépris.
La réponse à ma lettre recommandée a été de me dire de répondre à l’émail que le service client m’a envoyé (e-mail que je n’ai évidement jamais eu)
Ma demande ne concerne même pas un remboursement, simplement deux documents nécessaires à mon assurance pour un dédommagement
Royal Air Maroc n’est pas concernée pas ce remboursement et la compagnie ignore complément mes demandes.
Je trouve ça scandaleux de la part d’une compagnie et surtout de la part de leur service client qui est incapable de répondre à une demande simple et sans engagement.
Plus jamais je ne m’aventurerai avec cette compagnie qui ne respecte pas ses clients.",1.0,Trustpilot,Negative
"compagnie de me***
Ça fait 15 mois que j'attends un remboursement pour un bagage casse et je ne l'ai toujours pas reçu à chaque fois c'est la même réponse que ça a ete transmis au service comptabilité français mais je ne recoir aucun remboursement
À fuirrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr",1.0,Trustpilot,Negative
"Coté humain vraiment beaucoup de travail à faire ! les Demandes d'assistance pour PMR ne fonctionnent pas sur le site, ma pauvre tante toujours obligée de les supplier à l'aéroport de Casablanca ! certains assistants lui demandent même de l'argent ! ils se la raconte trop cette Campanie !",1.0,Trustpilot,Negative
"Attention, ne rembourse pas sans pression de la DGAC, vous savez ce qu'il vous reste à faire si la RAM vous balade depuis des mois pour le remboursement de vos billets.",1.0,Trustpilot,Negative
